ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-5090989,Source1,2,2022-12-12 13:18:00+00:00,2022-12-12 14:34:14+00:00,42.31953,-87.866621,42.319422,-87.866574,0.008,Incident on IL-131 SB near MLK DR Road closed. Take alternate route.,Green Bay Rd,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-12-12 12:55:00,40.0,34.0,73.0,29.49,10.0,ESE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5092643,Source1,2,2022-09-28 05:14:30+00:00,2022-09-28 20:55:30+00:00,41.856147,-87.644297,41.867261,-87.644518,0.768,Stationary traffic on I-94 W - I-90 W - Dan Ryan Expy N from Canalport Ave/Cermak Rd/Exit 53 (I-90/I-94) to Roosevelt Rd (I-90/I-94) due to accident.,Dan Ryan Expy N,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-09-28 04:53:00,50.0,50.0,68.0,29.67,10.0,NNW,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-5095307,Source1,2,2022-08-26 17:41:44+00:00,2022-08-27 05:26:17+00:00,41.776129,-87.644777,41.776122,-87.644634,0.0069999999999999,Closed between W 67th St/W Marquette Rd and W 55th St/W Garfield Blvd - Road closed due to accident., W 65th St,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-08-26 17:53:00,76.0,76.0,56.0,29.38,10.0,NE,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5095525,Source1,2,2022-09-15 12:31:00+00:00,2022-09-16 00:22:00+00:00,41.96244121,-87.74577498,41.96047121,-87.74259498,0.213,Stationary traffic on I-90 E - Kennedy Expy E from Lawrence Ave exit [84] to I-94 E due to accident.,Kennedy Expy E,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-09-15 12:51:00,79.0,79.0,54.0,29.46,10.0,SSW,9.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5095665,Source1,2,2022-09-02 13:56:30+00:00,2022-09-02 19:25:22+00:00,41.89252800000001,-87.653062,41.916134,-87.668518,1.814,Stationary traffic on I-94 W - I-94 E - I-90 W - I-90 E - Kennedy Expy from Ohio St/Exit 50B (I-90 Exp/I-94 Exp/Kennedy Expy) to Armitage Ave/Exit 48A (I-90 Exp/I-94 Exp/Kennedy Expy) due to accident.,I-90 E,Chicago,Cook,IL,60642,US,US/Central,KMDW,2022-09-02 13:53:00,86.0,86.0,43.0,29.37,10.0,S,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5099363,Source1,2,2022-12-28 09:59:39+00:00,2022-12-28 10:14:39+00:00,41.976192,-87.668432,41.976194,-87.667812,0.032,At W Lawrence Ave - Accident., W Foster Ave,Chicago,Cook,IL,60640-2112,US,US/Central,KORD,2022-12-28 09:51:00,35.0,24.0,64.0,29.09,10.0,S,18.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-5100539,Source1,2,2022-02-23 17:40:00+00:00,2022-02-23 18:58:59+00:00,42.334158,-87.858594,42.334151,-87.85651700000003,0.106,Incident on 14TH ST EB near LEWIS AVE Expect delays., 14th St,North Chicago,Lake,IL,60064-1618,US,US/Central,KUGN,2022-02-23 17:55:00,20.0,13.0,68.0,29.71,10.0,N,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5101701,Source1,2,2022-06-22 09:20:27+00:00,2022-06-22 09:59:27+00:00,41.711431,-87.595091,41.713464,-87.61362700000002,0.966,Between 111th St/Exit 66A and I-57/Exit 63 - Accident. Right lane blocked.,Bishop Ford Fwy W,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-06-22 08:53:00,83.0,83.0,38.0,29.39,10.0,N,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5102978,Source1,2,2022-07-18 14:51:11+00:00,2022-07-18 15:21:11+00:00,41.900068,-88.195748,41.900076,-88.195566,0.009,At Washington St - Accident.,29W481 Hawthorne Ln,West Chicago,DuPage,IL,60185-2035,US,US/Central,KDPA,2022-07-18 14:52:00,88.0,88.0,45.0,29.08,10.0,N,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5103143,Source1,2,2022-06-30 14:34:30+00:00,2022-06-30 15:40:00+00:00,41.981127,-87.748176,41.968241,-87.747709,0.8909999999999999,Stationary traffic on IL-50 from US-14/W Peterson Ave (N Cicero Ave/IL-50) to Lawrence Ave (IL-50) due to accident., N Cicero Ave,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-06-30 14:51:00,91.0,91.0,30.0,29.23,10.0,SW,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5108990,Source1,2,2022-09-20 12:07:30+00:00,2022-09-20 19:55:30+00:00,41.876005,-87.669188,41.871186,-87.857807,9.71,Slow traffic on I-290 W - Eisenhower Expy W from Racine Ave/Exit 29A (I-290) to 17th Ave/Exit 19A (I-290) due to accident.,Eisenhower Expy,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-09-20 11:53:00,85.0,85.0,57.0,29.27,10.0,SW,14.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5109713,Source1,2,2022-07-15 14:52:00+00:00,2022-07-15 15:49:30+00:00,41.717658,-87.62485,41.655665,-87.585188,4.747,Slow traffic on Bishop Ford Fwy E - I-94 E - Bishop Ford Fwy S from US-20/US-12/95th St/Exit 62 (I-94) to 137th St/Doty Ave/Exit 69 (I-94) due to accident.,Bishop Ford Fwy S,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-07-15 14:53:00,75.0,75.0,79.0,29.38,10.0,WSW,6.0,0.0,Cloudy,False,False,False,False,False,False,True,False,False,False,False,False,False,Day,Day,Day,Day
A-5109838,Source1,2,2022-09-07 11:41:00+00:00,2022-09-07 19:55:02+00:00,41.963323,-87.747006,41.984683,-87.831048,4.562,Stationary traffic on Jane Addams Memorial Tollway W - I-90 W - Kennedy Expy W from I-94 (I-90) to IL-171/Cumberland Ave/Exit 79 (I-90) due to accident.,I-90 W,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-09-07 11:51:00,78.0,78.0,46.0,29.43,10.0,E,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5109839,Source1,2,2022-08-23 11:37:00+00:00,2022-08-23 19:25:00+00:00,41.963323,-87.747006,41.982557,-87.79424399999998,2.767,Stationary traffic on I-90 W - Kennedy Expy W from I-94 (I-90) to Sayre Ave/Exit 81B (I-90) due to accident.,I-90 W,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-08-23 11:51:00,81.0,81.0,39.0,29.29,10.0,VAR,5.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5109840,Source1,2,2022-08-12 06:38:00+00:00,2022-08-12 09:52:30+00:00,41.970465,-87.760132,41.984683,-87.831048,3.773,Stationary traffic on Jane Addams Memorial Tollway W - I-90 W - Kennedy Expy W from Lawrence Ave/Exit 84 (I-90) to IL-171/Cumberland Ave/Exit 79 (I-90) due to accident.,I-90 W,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-08-12 06:51:00,63.0,63.0,75.0,29.5,10.0,N,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,True,False,True,False,False,False,False,Day,Day,Day,Day
A-5109953,Source1,2,2022-12-29 08:21:21+00:00,2022-12-29 09:23:07+00:00,41.714755,-87.647338,41.714622,-87.64894,0.083,Between I-94 and 111th St/Monterey Ave/Exit 355 - Earlier accident.,I-57 S,Chicago,Cook,IL,60643,US,US/Central,KMDW,2022-12-29 07:53:00,47.0,40.0,83.0,29.17,10.0,SSW,16.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5113228,Source1,2,2022-06-24 10:27:00+00:00,2022-06-24 18:58:23+00:00,41.925182,-87.682858,41.959951,-87.74125699999998,3.844,Slow traffic on I-94 W - I-90 W - Kennedy Expy W from Damen Ave/Exit 47B (I-90/I-94) to I-90/I-94 (Chicago) (North) (I-90/I-94) due to accident.,Kennedy Fullerton Rd,Chicago,Cook,IL,60647,US,US/Central,KMDW,2022-06-24 10:53:00,86.0,86.0,30.0,29.37,10.0,NW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5113269,Source1,2,2022-12-27 16:18:05+00:00,2022-12-27 16:55:16+00:00,41.80172324,-87.60632157,41.80225324,-87.60634157,0.037,At Payne Dr - Accident.,E Bowen Dr,Chicago,Cook,IL,60615,US,US/Central,KMDW,2022-12-27 15:53:00,24.0,11.0,65.0,29.36,10.0,SSW,15.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5114190,Source1,2,2022-08-20 08:59:00+00:00,2022-08-20 09:59:30+00:00,41.770038,-87.613838,41.775705,-87.626859,0.777,Stationary traffic on I-90 W - Chicago Skwy W from S Saint Lawrence Ave (I-90) to I-94 (I-90) due to accident.,Chicago Skwy W,Chicago,Cook,IL,60637,US,US/Central,KMDW,2022-08-20 08:53:00,70.0,70.0,81.0,29.3,10.0,S,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5114941,Source1,2,2022-08-31 15:59:20+00:00,2022-08-31 16:29:20+00:00,41.885724,-87.641281,41.885629,-87.64128000000002,0.0069999999999999,At N Clinton St - Accident., W Lake St,Chicago,Cook,IL,60661,US,US/Central,KMDW,2022-08-31 15:53:00,86.0,86.0,38.0,29.32,10.0,W,13.0,0.0,Fair,True,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-5114959,Source1,2,2022-12-10 12:29:30+00:00,2022-12-10 14:22:00+00:00,41.77371,-87.626838,41.727856,-87.62475400000002,3.17,Stationary traffic on I-94 E - Dan Ryan Expy S from I-90 (I-94) to US-20/US-12/95th St/Exit 62 (I-94) due to accident.,Dan Ryan Expy E,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-12-10 12:53:00,38.0,34.0,86.0,29.48,7.0,SE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5115080,Source1,2,2022-09-01 17:42:11+00:00,2022-09-01 18:59:23+00:00,41.954467,-87.644791,41.943166,-87.640188,0.816,At Belmont Ave - Accident. Two lanes blocked.,N DuSable Lake Shore Dr,Chicago,Cook,IL,60613,US,US/Central,KMDW,2022-09-01 17:53:00,85.0,85.0,46.0,29.33,10.0,SW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5115358,Source1,2,2022-07-21 17:12:28+00:00,2022-07-21 17:27:28+00:00,41.916111,-87.627871,41.935195,-87.632522,1.34,At Fullerton Pky - Accident. on the right.,Lakefront Trl,Chicago,Cook,IL,60614,US,US/Central,KMDW,2022-07-21 16:53:00,93.0,93.0,41.0,29.11,10.0,WSW,22.0,0.0,Mostly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5115581,Source1,2,2022-07-10 09:45:52+00:00,2022-07-10 10:42:52+00:00,41.870777,-87.77186800000001,41.870647,-87.768741,0.161,Between Austin Blvd/Exit 23A and Laramie Ave/Exit 24A - Earlier accident.,Eisenhower Expy,Chicago,Cook,IL,60644,US,US/Central,KMDW,2022-07-10 09:53:00,80.0,80.0,38.0,29.46,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5115674,Source1,2,2022-12-22 12:47:30+00:00,2022-12-22 13:17:00+00:00,41.703317,-87.78893199999997,41.683767,-87.77996999999998,1.4280000000000002,Slow traffic on I-294 S - Tri State Tollway S from US-20/US-12/95th St (I-294) to IL-50/Cicero Ave (I-294) due to accident.,Tri-State Tlwy,Chicago Ridge,Cook,IL,60415,US,US/Central,KMDW,2022-12-22 12:53:00,26.0,14.0,84.0,29.1,1.0,WNW,15.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5115798,Source1,2,2022-07-17 02:13:00+00:00,2022-07-17 04:35:30+00:00,41.875678,-87.694487,41.875327,-87.701068,0.339,Stationary traffic on I-290 W - Eisenhower Expy W from S Oakley Blvd/Exit 27C (I-290) to Sacramento Blvd/Exit 27A (I-290) due to accident.,Eisenhower Expy,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-07-17 01:53:00,73.0,73.0,79.0,29.23,8.0,N,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5115799,Source1,2,2022-06-26 17:17:30+00:00,2022-06-26 17:43:00+00:00,41.874537,-87.706497,41.872349,-87.789067,4.251,Slow traffic on I-290 W - Eisenhower Expy W from Sacramento Blvd/Exit 27A (I-290) to IL-43/Harlem Ave/Exit 21B (I-290) due to accident.,Chicago-Kansas City Expressway W,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-06-26 16:53:00,81.0,81.0,35.0,29.37,10.0,WNW,17.0,0.0,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5116202,Source1,4,2022-11-09 20:39:54+00:00,2022-11-09 21:10:58+00:00,41.76816344,-87.62559056,41.77723344,-87.62956056,0.659,Closed between Marquette Rd/67th St/Exit 59B and I-90 - Road closed due to accident.,Dan Ryan Expy W,Chicago,Cook,IL,60621,US,US/Central,KMDW,2022-11-09 20:53:00,67.0,67.0,51.0,29.43,10.0,S,13.0,0.0,Fair,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night
A-5116336,Source1,2,2022-06-17 06:39:00+00:00,2022-06-17 20:55:30+00:00,41.87381,-87.719782,41.875469,-87.654329,3.369,Slow traffic on Eisenhower Expy E - I-290 E from Kostner Ave/Exit 25 (I-290) to Morgan St/Exit 29B (I-290) due to accident.,Eisenhower Expy,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-06-17 06:53:00,75.0,75.0,53.0,29.36,10.0,W,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5120070,Source1,2,2022-08-16 20:13:20+00:00,2022-08-16 20:51:59+00:00,41.938517,-87.636028,41.939101,-87.636821,0.057,Closed between Fullerton Pky and IL-19/Irving Park Rd - Road closed due to accident.,N DuSable Lake Shore Dr,Chicago,Cook,IL,60657,US,US/Central,KMDW,2022-08-16 19:53:00,75.0,75.0,38.0,29.43,10.0,N,13.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-5120319,Source1,2,2022-11-16 09:06:56+00:00,2022-11-16 09:36:56+00:00,41.920653,-87.775981,41.92057,-87.775562,0.022,At N Austin Ave - Accident., W Grand Ave,Chicago,Cook,IL,60639-2719,US,US/Central,KORD,2022-11-16 08:51:00,34.0,27.0,85.0,29.36,5.0,W,8.0,0.0,Light Snow,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-5121040,Source1,2,2022-12-13 13:33:00+00:00,2022-12-13 19:50:00+00:00,41.846871,-87.643869,41.815274,-87.749375,5.854,Stationary traffic on I-55 S - Adlai E Stevenson Expy S from Cermak Rd/Exit 293A (I-55) to IL-50/Cicero Ave/Exit 286 (I-55) due to accident.,Stevenson Expy S,Chicago,Cook,IL,60616,US,US/Central,KMDW,2022-12-13 13:53:00,37.0,28.0,70.0,29.46,10.0,ESE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5123911,Source1,2,2022-11-23 10:39:54+00:00,2022-11-23 12:02:54+00:00,41.875575,-87.66184399999999,41.876119,-87.661858,0.038,Between Ashland Blvd/Paulina St/Exit 28B and I-90/I-94 - Accident. Two lanes blocked. on the right.,S Loomis St,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-11-23 10:53:00,50.0,50.0,59.0,29.5,10.0,SSW,8.0,0.0,Fair,False,False,False,False,True,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-5124304,Source1,2,2022-08-29 06:36:56+00:00,2022-08-29 08:30:02+00:00,41.515506,-87.577742,41.5208,-87.579851,0.382,Between US-30/Lincoln Hwy and I-80/I-94/I-294/Exit 74 - Earlier accident.,Bishop Ford Fwy N,Chicago Heights,Cook,IL,60411,US,US/Central,KIGQ,2022-08-29 06:35:00,71.0,71.0,100.0,29.2,10.0,SSW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5134408,Source1,2,2022-10-17 14:17:00+00:00,2022-10-17 18:25:00+00:00,41.941168,-87.712475,41.956974,-87.736649,1.654,Stationary traffic on I-94 W - I-94 E - I-90 W - I-90 E - Kennedy Expy from Kimball Ave/Exit 45B (I-90 Exp/I-94 Exp/Kennedy Expy) to Kostner Ave/Exit 43D (I-90 Exp/I-94 Exp/Kennedy Expy) due to accident.,I-90 E,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-10-17 13:51:00,41.0,32.0,62.0,29.15,10.0,NW,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5134760,Source1,2,2022-06-07 06:24:13+00:00,2022-06-07 08:05:36+00:00,42.320791,-87.841948,42.31939600000001,-87.842874,0.107,Incident on IL-137 SB near MLK DR Drive with caution., Sheridan Rd,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-06-07 06:21:00,55.0,55.0,89.0,29.06,10.0,VAR,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5135154,Source1,2,2022-07-12 12:20:30+00:00,2022-07-12 20:36:30+00:00,41.963323,-87.747006,41.97152,-87.763373,1.014,Stationary traffic on I-90 W - Kennedy Expy W from I-94 (I-90) to Central Ave/Exit 83B (I-90) due to accident.,I-90 W,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-07-12 11:51:00,80.0,80.0,47.0,29.15,10.0,WNW,15.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5147339,Source1,2,2022-12-10 21:28:30+00:00,2022-12-10 22:51:00+00:00,41.875719,-87.691363,41.872613,-87.79397,5.283,Slow traffic on I-290 W - Eisenhower Expy W from S Oakley Blvd/Exit 27C (I-290) to IL-43/Harlem Ave/Exit 21B (I-290) due to accident.,Eisenhower Expy W,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-12-10 21:45:00,38.0,33.0,97.0,29.47,2.0,WSW,6.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5147340,Source1,2,2022-10-06 11:24:00+00:00,2022-10-06 21:41:00+00:00,41.873532,-87.735198,41.872613,-87.79397,3.024,Slow traffic on I-290 W - Eisenhower Expy W from Independence Blvd/Exit 26A (I-290) to IL-43/Harlem Ave/Exit 21B (I-290) due to accident.,Eisenhower Expy W,Chicago,Cook,IL,60624,US,US/Central,KMDW,2022-10-06 11:53:00,72.0,72.0,44.0,29.34,10.0,W,8.0,0.0,Partly Cloudy,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5147341,Source1,2,2022-09-27 12:05:00+00:00,2022-09-27 19:25:30+00:00,41.876039,-87.666979,41.870922,-87.872163,10.562,Slow traffic on I-290 W - Eisenhower Expy W from Racine Ave/Exit 29A (I-290) to US-20/US-45/US-12/Exit 17 (I-290) due to accident.,Chicago-Kansas City Expressway W,Chicago,Cook,IL,60612,US,US/Central,KMDW,2022-09-27 11:53:00,59.0,59.0,41.0,29.43,10.0,NW,18.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5147346,Source1,2,2022-12-29 02:11:20+00:00,2022-12-29 03:07:20+00:00,41.943097,-87.716728,41.942186,-87.715685,0.083,Closed at Kimball Ave/Exit 45B - Road closed due to accident.,I-90 E,Chicago,Cook,IL,60618,US,US/Central,KORD,2022-12-29 01:51:00,44.0,38.0,76.0,29.05,10.0,S,13.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5147592,Source1,4,2022-08-26 17:40:57+00:00,2022-08-26 18:40:57+00:00,41.77978,-87.644703,41.77981,-87.64206800000002,0.136,Closed at W 63rd Pky - Road closed due to accident., S Halsted St,Chicago,Cook,IL,60621-2709,US,US/Central,KMDW,2022-08-26 17:53:00,76.0,76.0,56.0,29.38,10.0,NE,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5147677,Source1,2,2022-09-20 12:07:30+00:00,2022-09-20 20:09:00+00:00,41.876163,-87.659193,41.873789,-87.90213100000003,12.5,Slow traffic on I-290 W - Eisenhower Expy W from Morgan St/Exit 29B (I-290) to Wolf Rd/Exit 16 (I-290) due to accident.,Eisenhower Expy W,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-09-20 11:53:00,85.0,85.0,57.0,29.27,10.0,SW,14.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5148108,Source1,2,2022-12-11 04:31:08+00:00,2022-12-11 04:46:08+00:00,41.98143125,-87.78242469,41.97462125,-87.77041469,0.7759999999999999,At Austin Ave/Exit 82C - Accident. Left lane blocked.,Kennedy Expy E,Chicago,Cook,IL,60630,US,US/Central,KORD,2022-12-11 04:29:00,38.0,34.0,86.0,29.43,10.0,NW,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5148299,Source1,2,2022-08-11 11:55:34+00:00,2022-08-11 12:37:29+00:00,41.749198,-87.624921,41.76112,-87.625439,0.8240000000000001,Between 83rd St/Exit 61A/Exit 61B and 76th St/Exit 60B - Accident. Hard shoulder blocked.,Dan Ryan Expy N,Chicago,Cook,IL,60620,US,US/Central,KMDW,2022-08-11 11:53:00,79.0,79.0,39.0,29.52,10.0,ENE,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5148391,Source1,2,2022-08-18 10:23:19+00:00,2022-08-18 11:23:19+00:00,41.942067,-87.63959200000002,41.940419,-87.63844499999998,0.128,At US-41/N Lake Shore Dr/N Sheridan Rd - Accident.,N DuSable Lake Shore Dr,Chicago,Cook,IL,60657,US,US/Central,KMDW,2022-08-18 09:53:00,78.0,78.0,42.0,29.37,10.0,VAR,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5148521,Source1,2,2022-11-10 05:30:30+00:00,2022-11-10 05:41:30+00:00,41.87348,-87.6448,41.880046,-87.645589,0.455,Slow traffic on I-94 W - I-90 W - Kennedy Expy W from Taylor St/Exit 52A (I-90/I-94) to Monroe St/Exit 51E (I-90/I-94) due to accident.,Dan Ryan Expy W,Chicago,Cook,IL,60607,US,US/Central,KMDW,2022-11-10 05:53:00,61.0,61.0,60.0,29.36,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,False,False,True,True,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5148772,Source1,2,2022-07-27 15:48:02+00:00,2022-07-27 16:48:02+00:00,41.699083,-87.681308,41.69908,-87.681472,0.008,At W 111th St - Accident involving hazardous materials., W 107th St,Chicago,Cook,IL,60643-3117,US,US/Central,KMDW,2022-07-27 15:51:00,77.0,77.0,83.0,29.19,10.0,NNW,6.0,0.56,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5149492,Source1,2,2022-05-12 16:16:00+00:00,2022-05-12 18:23:00+00:00,42.308756,-87.87409,42.309595,-87.877071,0.163,Slow traffic on US-41 N - IL-137 from Mississippi St to Skokie Hwy / Martin Luther King Jr Dr due to accident., Buckley Rd,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-05-12 15:55:00,81.0,81.0,42.0,29.23,10.0,SSE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5149835,Source1,2,2022-12-10 22:28:30+00:00,2022-12-10 23:31:30+00:00,41.695226,-87.596549,41.711431,-87.595091,1.122,Stationary traffic on I-94 W - Bishop Ford Fwy W from 111th St/Exit 66A (I-94) to Stony Island Ave/Exit 65 (I-94) due to accident.,Bishop Ford Fwy W,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-12-10 22:11:00,38.0,33.0,97.0,29.47,0.75,WSW,7.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5149836,Source1,2,2022-06-22 09:20:00+00:00,2022-06-22 10:29:30+00:00,41.66220546,-87.59057164,41.71359546,-87.60160164,3.596,Stationary traffic on I-94 W - Bishop Ford Fwy W from 130th St/Exit 68 (I-94) to Stony Island Ave/Exit 65 (I-94) due to accident.,Bishop Ford Fwy,Chicago,Cook,IL,60628,US,US/Central,KMDW,2022-06-22 08:53:00,83.0,83.0,38.0,29.39,10.0,N,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5151181,Source1,2,2022-04-27 16:06:30+00:00,2022-04-27 18:29:41+00:00,42.308775,-87.87534699999998,42.307869,-87.876733,0.095,Slow traffic on US-41 S - IL-137 from Mississippi St to Beacon St due to accident., Buckley Rd,North Chicago,Lake,IL,60064,US,US/Central,KUGN,2022-04-27 15:55:00,35.0,28.0,67.0,29.53,10.0,NE,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5156969,Source1,2,2022-09-15 08:37:30+00:00,2022-09-15 09:13:30+00:00,41.77263,-87.56663499999998,41.775407,-87.575152,0.479,Stationary traffic on US-41 S - US-41 N from E 71st St/S Yates Blvd/Exchange Ave (South Shore Dr/US-41) to E Marquette Dr/S Jeffery Blvd (S South Shore Dr/US-41) due to accident., S South Shore Dr,Chicago,Cook,IL,60649-1300,US,US/Central,KMDW,2022-09-15 08:53:00,70.0,70.0,71.0,29.56,10.0,S,5.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
