ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4933436,Source1,2,2022-04-08 23:34:06+00:00,2022-04-09 02:23:46+00:00,40.84578394870355,-73.9298880096725,40.84525394870353,-73.9277580096725,0.117,NYSDOT - Region 11: Crash on I-95 northbound at Exit 1C - Major Deegan Expressway; Alexander Hamilton Bridge (New York) All lanes closed,Cross Bronx Expy,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-04-08 23:51:00,55.0,55.0,49.0,29.57,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4933757,Source1,2,2022-02-27 09:15:30+00:00,2022-02-27 11:27:30+00:00,40.84609,-73.930366,40.848386,-73.93603399999998,0.336,Stationary traffic on I-95 S - US-1 S - Trans-Manhattan Expy W from Washington Bridge (Upper Level Split) (George Washington Bridge (Lower Level)/I-95) to US-9/Henry Hudson Pkwy (George Washington Bridge (Lower Level)/I-95) due to accident.,I-95 S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-02-27 08:51:00,31.0,23.0,57.0,29.99,10.0,SW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4933788,Source1,2,2022-08-06 21:49:30+00:00,2022-08-07 01:39:30+00:00,40.813366,-73.965441,40.799107,-73.975164,1.109,Stationary traffic on Henry Hudson Pkwy S - NY-9A S from 125th St/Exit 12 (NY-9A) to 95th St/96th St (NY-9A) due to accident.,Henry Hudson Pkwy S,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-08-06 21:51:00,85.0,85.0,59.0,30.09,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4933789,Source1,2,2022-08-06 21:49:30+00:00,2022-08-06 23:08:00+00:00,40.820152,-73.959677,40.799165,-73.975142,1.66,Stationary traffic on Henry Hudson Pkwy S - NY-9A S from 158th St/Exit 13 (NY-9A) to 95th St/96th St (NY-9A) due to accident.,Henry Hudson Pkwy S,New York,New York,NY,10027,US,US/Eastern,KNYC,2022-08-06 21:51:00,85.0,85.0,59.0,30.09,10.0,VAR,3.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4934547,Source1,2,2022-07-11 15:26:51+00:00,2022-07-11 18:02:38+00:00,40.82821012,-73.93499494,40.83041012,-73.94021494,0.312,Stationary traffic on W 155th St from Adam Clayton Powell Jr Blvd to Harlem River Dr/St Nicholas Ave due to accident.,W 155th St,New York,New York,NY,10039,US,US/Eastern,KNYC,2022-07-11 15:51:00,81.0,81.0,44.0,29.8,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4934873,Source1,2,2022-02-07 12:31:37+00:00,2022-02-07 13:53:47+00:00,40.70547223071716,-74.01518225634565,40.68148223071716,-74.00551225634565,1.733,Incident on BROOKLYN BATTERY TUNL SB near MANHATTAN Left lane blocked.,Hugh L Carey Tunnel,New York,New York,NY,10004,US,US/Eastern,KJRB,2022-02-07 12:32:00,35.0,35.0,96.0,30.14,3.0,ENE,3.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,True,False,False,Day,Day,Day,Day
A-4935129,Source1,2,2022-07-18 07:54:16+00:00,2022-07-18 10:55:02+00:00,40.764943,-73.997972,40.76505,-73.997896,0.008,Incident on 12TH AVE near 12TH AVE Expect long delays., 12th Ave,New York,New York,NY,10036-1016,US,US/Eastern,KNYC,2022-07-18 07:56:00,71.0,71.0,96.0,29.88,3.0,CALM,0.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4935588,Source1,2,2022-05-02 13:27:06+00:00,2022-05-02 14:39:24+00:00,40.773023,-73.94461,40.755645,-73.961292,1.485,Slow traffic from 96th St/Exit 14 (FDR Dr) to 53rd St/Exit 11 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10028,US,US/Eastern,KNYC,2022-05-02 13:28:00,54.0,54.0,93.0,29.93,2.0,NE,6.0,0.01,Fog,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4935976,Source1,2,2022-10-15 14:40:31+00:00,2022-10-15 15:25:04+00:00,40.720886,-74.011938,40.725166,-74.011046,0.299,Stationary traffic on NY-9A from Chambers St (West St/NY-9A) to Canal St (New York) (South) (W Side Hwy/NY-9A) due to accident., West St,New York,New York,NY,10013-1779,US,US/Eastern,KJRB,2022-10-15 14:51:00,66.0,66.0,43.0,29.86,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4935979,Source1,2,2022-07-02 15:04:07+00:00,2022-07-02 18:04:56+00:00,40.831595,-73.93512700000002,40.838833,-73.933178,0.51,Slow traffic on Harlem River Dr N from 5th Ave/Exit 22 (Harlem River Dr) to I-95/Amsterdam Ave/Exit 23 (Harlem River Dr) due to accident.,Harlem River Dr N,New York,New York,NY,10039,US,US/Eastern,KNYC,2022-07-02 14:51:00,85.0,85.0,55.0,29.8,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4936844,Source1,2,2022-02-03 21:22:00+00:00,2022-02-03 21:47:30+00:00,40.840699,-73.932447,40.835645,-73.93509399999998,0.376,Slow traffic from Dyckman St/10th Ave (Harlem River Dr) to 8th Ave/155th St/Exit 23 (Harlem River Dr) due to accident.,Harlem River Dr S,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-02-03 21:51:00,49.0,47.0,90.0,29.94,9.0,SSE,5.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4937443,Source1,2,2022-12-13 23:18:58+00:00,2022-12-14 01:04:57+00:00,40.82535,-73.93441,40.838522,-73.933382,0.912,NYSDOT - Region 11: Crash on Harlem River Drive northbound at Adam Clayton Powell Jr Boulevard; Macombs Dam Bridge (New York) 2 Left lanes of 3 lanes blocked,Harlem River Dr N,New York,New York,NY,10039,US,US/Eastern,KNYC,2022-12-13 22:51:00,32.0,27.0,59.0,30.03,10.0,VAR,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4938313,Source1,2,2022-11-05 04:57:33+00:00,2022-11-05 07:05:55+00:00,40.8663404,-73.93224835,40.8664604,-73.93045835,0.094,NYSDOT - Region 11: Crash on NY 9A northbound ramp to Dyckman Street (New York) All lanes closed,Henry Hudson Pkwy,New York,New York,NY,10040,US,US/Eastern,KLGA,2022-11-05 04:51:00,63.0,63.0,84.0,30.22,10.0,S,5.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4938429,Source1,2,2022-09-05 17:29:41+00:00,2022-09-05 18:22:01+00:00,40.756518,-73.994976,40.766432,-74.02269799999998,1.604,Slow traffic on NY-495 W - NY-495 E - NJ-495 W - NJ-495 E from 35th St/36th St (Lincoln Tunnel) to Lincoln Tunnel West (Lincoln Tunnel) due to accident.,Lincoln Tunnel Expy,New York,New York,NY,10018,US,US/Eastern,KNYC,2022-09-05 17:51:00,80.0,80.0,58.0,29.95,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4938599,Source1,2,2022-12-15 00:43:08+00:00,2022-12-15 02:53:53+00:00,40.72398,-74.00841899999998,40.723734,-74.008074,0.025,Crash on Hudson Street northbound at Canal Street (New York) 2 Center lanes of 4 lanes closed, Watts St,New York,New York,NY,10013-1726,US,US/Eastern,KJRB,2022-12-15 00:51:00,33.0,27.0,61.0,30.12,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4939011,Source1,2,2022-10-08 11:21:16+00:00,2022-10-08 13:10:11+00:00,40.851478,-73.943344,40.841594,-73.945612,0.693,Incident on HENRY HUDSON PKWY near HENRY HUDSON PKWY Drive with caution.,Henry Hudson Pkwy S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-10-08 10:51:00,54.0,54.0,51.0,30.08,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4939318,Source1,2,2022-07-06 14:09:34+00:00,2022-07-06 16:42:26+00:00,40.762893,-74.008973,40.776037,-74.040935,1.903,Slow traffic on NY-495 W - NJ-495 W from 39th St/40th St (NY-495) to US-9/US-1 (NJ-495) due to accident.,Lincoln Tunl W,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-07-06 13:51:00,80.0,80.0,56.0,29.77,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4939360,Source1,2,2022-10-08 11:21:16+00:00,2022-10-08 12:45:06+00:00,40.854487,-73.940811,40.841594,-73.945612,0.925,Incident on HENRY HUDSON PKWY near HENRY HUDSON PKWY Drive with caution.,Henry Hudson Pkwy S,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-10-08 10:51:00,54.0,54.0,51.0,30.08,10.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4941655,Source1,2,2022-09-08 08:36:59+00:00,2022-09-08 09:11:33+00:00,40.847092,-73.928639,40.845111,-73.924278,0.266,Stationary traffic on Washington Bridge from I-95/US-1/Trans Manhattan Expy to University Ave due to accident.,Washington Brg,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-09-08 08:51:00,68.0,68.0,68.0,29.85,10.0,VAR,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4941767,Source1,2,2022-04-24 17:49:15+00:00,2022-04-24 22:46:00+00:00,40.795627,-73.976795,40.847851,-73.944073,3.993,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 79th St (NY-9A) to Riverside Dr (US-9/NY-9A) due to accident.,Henry Hudson Pkwy,New York,New York,NY,10025,US,US/Eastern,KNYC,2022-04-24 17:51:00,55.0,55.0,38.0,30.14,10.0,VAR,7.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4942114,Source1,2,2022-01-01 16:10:52+00:00,2022-01-01 18:15:12+00:00,40.73544859866745,-73.97512078249942,40.73539859866745,-73.97476078249943,0.019,NYSDOT - Region 11: Crash on Franklin D. Roosevelt Drive southbound East 23rd Street (New York) 1 Left lane of 3 lanes blocked,Avenue C,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-01-01 15:51:00,56.0,56.0,93.0,29.61,7.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4942465,Source1,2,2022-08-31 19:22:55+00:00,2022-08-31 20:52:10+00:00,40.83074212,-73.95104527,40.81564212,-73.96395527,1.243,NYSDOT - Region 11: Crash on NY 9A southbound at Exit 13 - West 158th Street (New York) 2 Left lanes of 3 lanes blocked,Henry Hudson Pkwy,New York,New York,NY,10031,US,US/Eastern,KNYC,2022-08-31 19:51:00,78.0,78.0,32.0,29.73,10.0,VAR,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4942725,Source1,2,2022-10-15 02:50:30+00:00,2022-10-15 03:10:30+00:00,40.748131,-73.968078,40.736165,-73.975053,0.904,Slow traffic on FDR Dr S from 49th St/Tunnel Exit St (FDR Dr) to 20th St/E 7th St/Exit 7 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-10-15 02:51:00,54.0,54.0,64.0,29.93,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-4943270,Source1,2,2022-10-06 22:12:51+00:00,2022-10-07 00:05:12+00:00,40.7518,-74.008034,40.750939,-74.008341,0.062,Incident on 12TH AVE near 12TH AVE Drive with caution., 12th Ave,New York,New York,NY,10001-1007,US,US/Eastern,KNYC,2022-10-06 21:51:00,66.0,66.0,50.0,29.86,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4943440,Source1,2,2022-06-24 10:34:25+00:00,2022-06-24 19:40:51+00:00,40.782889,-73.929198,40.768714,-73.907775,1.489,Slow traffic on I-278 W from I-87 (I-278) to Astoria Blvd/Grand Central Pkwy/41st St/Exit 41 (I-278) due to accident.,Robert F Kennedy Brg W,New York,New York,NY,10035,US,US/Eastern,KNYC,2022-06-24 10:51:00,73.0,73.0,64.0,29.94,10.0,VAR,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4943755,Source1,2,2022-08-18 06:26:30+00:00,2022-08-18 09:28:54+00:00,40.751893,-73.964984,40.732501,-73.974236,1.425,Slow traffic on FDR Dr S from 49th St/Tunnel Exit St (FDR Dr) to 20th St/E 7th St/Exit 7 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-08-18 06:51:00,65.0,65.0,70.0,29.83,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,Day,Day,Day
A-4946218,Source1,2,2022-04-29 23:41:28+00:00,2022-04-30 02:13:31+00:00,40.85005402545524,-73.94424319232013,40.85348402545524,-73.96169319232013,0.942,Crash on George Washington Bridge Upper Level westbound at Mid-Span (Manhattan) 2 Left lanes of 4 lanes blocked,George Washington Bridge,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-04-29 23:51:00,51.0,51.0,23.0,30.02,10.0,NNW,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4946389,Source1,2,2022-06-24 23:26:28+00:00,2022-06-25 03:42:21+00:00,40.709691,-73.992032,40.709397,-73.99414200000002,0.112,Incident on FDR DR near FDR DR Expect long delays.,FDR Dr S,New York,New York,NY,10002,US,US/Eastern,KJRB,2022-06-24 23:51:00,75.0,,66.0,29.95,10.0,,,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4946800,Source1,2,2022-05-27 21:42:30+00:00,2022-05-27 22:22:30+00:00,40.81715941409675,-73.93398642504724,40.83271941409675,-73.93521642504723,1.077,Stationary traffic from 5th Ave/Exit 22 (Harlem River Dr) to 8th Ave/155th St/Exit 23 (Harlem River Dr) due to accident.,Harlem River Dr,New York,New York,NY,10037,US,US/Eastern,KNYC,2022-05-27 21:46:00,64.0,64.0,94.0,29.73,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4946868,Source1,2,2022-04-29 21:49:00+00:00,2022-04-29 23:27:00+00:00,40.723209,-73.98980999999998,40.722162,-73.986346,0.195,Slow traffic from 2nd Ave (E Houston St) to Avenue C/Loisada Ave (E Houston St) due to accident., E Houston St,New York,New York,NY,10002-1018,US,US/Eastern,KJRB,2022-04-29 21:51:00,55.0,55.0,16.0,30.0,10.0,VAR,3.0,0.0,Fair,True,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night
A-4947014,Source1,2,2022-02-03 10:03:00+00:00,2022-02-03 10:30:30+00:00,40.711912,-74.004315,40.707973,-73.99933399999998,0.377,Stationary traffic from Centre St (Brooklyn Bridge) to Cadman Plz (Brooklyn Bridge) due to accident.,Brooklyn Brg,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-02-03 09:51:00,46.0,43.0,93.0,30.18,9.0,WSW,6.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4947147,Source1,2,2022-09-17 20:24:00+00:00,2022-09-17 20:34:36+00:00,40.84709287,-73.93336415,40.85005287,-73.94423415,0.604,Slow traffic on I-95 S - US-1 S - Trans-Manhattan Expy W from Amsterdam Ave/Harlem River Dr (George Washington Bridge (Upper Level)/I-95) to US-9/178th St/Henry Hudson Pkwy (George Washington Bridge (Upper Level)/I-95) due to accident.,Cross Bronx Expy,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-09-17 20:51:00,69.0,69.0,75.0,30.1,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-4947316,Source1,2,2022-07-21 23:45:30+00:00,2022-07-22 00:42:30+00:00,40.784347,-73.941994,40.791802,-73.935204,0.626,Stationary traffic on FDR Dr N from 96th St/Exit 14 (FDR Dr) to 116th St/Exit 16 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10029,US,US/Eastern,KNYC,2022-07-21 23:51:00,86.0,86.0,48.0,29.64,10.0,VAR,5.0,0.0,Fair,False,False,False,True,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4947317,Source1,2,2022-06-18 21:32:00+00:00,2022-06-18 22:34:00+00:00,40.740213,-73.972776,40.772924,-73.944601,2.699,Stationary traffic from I-495/Tunnel Exit St/Queens Midtown Tunnel (FDR Dr) to 96th St/Exit 14 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10010,US,US/Eastern,KNYC,2022-06-18 21:51:00,61.0,61.0,52.0,29.78,10.0,VAR,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,True,False,False,Night,Night,Day,Day
A-4948100,Source1,2,2022-04-16 02:56:07+00:00,2022-04-16 05:00:47+00:00,40.78111052493677,-73.94405007327107,40.78435052493676,-73.94199007327107,0.248,NYSDOT - Region 11: Crash on Franklin D. Roosevelt Drive northbound at Exit 14 - East 96th Street (New York) 1 Left lane of 3 lanes blocked,FDR Dr N,New York,New York,NY,10128,US,US/Eastern,KNYC,2022-04-16 02:51:00,57.0,57.0,33.0,29.91,10.0,SSW,10.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4950540,Source1,2,2022-07-08 11:41:39+00:00,2022-07-08 18:59:09+00:00,40.775747,-73.991328,40.827123,-73.953692,4.059,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to 158th St/Exit 13 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10069,US,US/Eastern,KNYC,2022-07-08 11:51:00,79.0,79.0,62.0,29.91,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4950611,Source1,2,2022-03-23 22:44:45+00:00,2022-03-24 03:19:42+00:00,40.83775877933103,-73.9339649673751,40.82854877933102,-73.9348949673751,0.638,NYSDOT - Region 11: Crash on Harlem River Drive southbound at Exit 23 - Frederick Douglass Boulevard; Ramp (New York) 2 Right lanes of 3 lanes blocked,Harlem River Dr,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-03-23 22:51:00,41.0,35.0,67.0,30.04,10.0,E,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4950650,Source1,2,2022-05-24 09:40:00+00:00,2022-05-24 16:41:13+00:00,40.750297,-73.994833,40.751919,-73.99281500000002,0.154,Slow traffic from W 31st St to 7th Ave due to accident., W 31st St,New York,New York,NY,10001-2806,US,US/Eastern,KNYC,2022-05-24 09:51:00,62.0,62.0,58.0,30.2,10.0,ENE,13.0,0.0,Cloudy,True,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-4951453,Source1,2,2022-11-01 08:26:26+00:00,2022-11-01 08:39:23+00:00,40.845722,-73.929606,40.845262,-73.927777,0.101,Slow traffic on US-1 N - Trans-Manhattan Expy E - I-95 N from Amsterdam Av exit [2] to Maj Deegan Expwy (I-87) exit [1C-D] due to accident.,Alexander Hamilton Brg E,New York,New York,NY,10033,US,US/Eastern,KNYC,2022-11-01 08:22:00,60.0,60.0,93.0,29.9,2.0,CALM,0.0,0.0,Fog,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4951621,Source1,2,2022-05-31 10:05:30+00:00,2022-05-31 18:42:00+00:00,40.712474,-74.004824,40.70587800000001,-73.996707,0.623,Stationary traffic from Centre St (Brooklyn Bridge) to Cadman Plz (Brooklyn Bridge) due to accident.,Brooklyn Bridge Walkway,New York,New York,NY,10038,US,US/Eastern,KJRB,2022-05-31 09:51:00,85.0,85.0,44.0,29.88,10.0,VAR,5.0,0.0,Fair,True,False,True,False,False,False,True,False,True,False,False,True,False,Day,Day,Day,Day
A-4952049,Source1,2,2022-12-14 15:30:51+00:00,2022-12-14 21:43:00+00:00,40.760213,-74.002735,40.77916,-74.049472,2.774,Stationary traffic on NY-495 W - NJ-495 W from 39th St/40th St (NY-495) to NJ-3 (NJ-495) due to accident.,Lincoln Tunl W,New York,New York,NY,10019,US,US/Eastern,KNYC,2022-12-14 15:51:00,38.0,33.0,41.0,30.03,10.0,WNW,7.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4953010,Source1,2,2022-12-13 06:46:02+00:00,2022-12-13 08:53:32+00:00,40.841594,-73.945612,40.831777,-73.950652,0.728,NYSDOT - Region 11: Crash on NY 9A southbound W 162nd Street (New York) 1 Left lane of 3 lanes blocked,Henry Hudson Pkwy S,New York,New York,NY,10032,US,US/Eastern,KNYC,2022-12-13 06:51:00,25.0,19.0,72.0,30.18,10.0,VAR,5.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4953062,Source1,2,2022-05-04 12:35:32+00:00,2022-05-04 19:59:13+00:00,40.750105,-73.966262,40.784955,-73.94078,2.752,Stationary traffic from 42nd St/Tunnel Exit St (FDR Dr) to 106th St/Exit 15 (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10017,US,US/Eastern,KNYC,2022-05-04 12:51:00,55.0,55.0,89.0,29.88,5.0,VAR,3.0,0.0,Cloudy,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4953227,Source1,2,2022-09-12 14:19:04+00:00,2022-09-12 14:41:04+00:00,40.782793,-73.957394,40.787898,-73.953677,0.403,Slow traffic on Madison Ave from E 85th St to E 96th St/E 97th St due to accident., E 89th St,New York,New York,NY,10128-0601,US,US/Eastern,KNYC,2022-09-12 14:08:00,78.0,78.0,68.0,29.74,10.0,CALM,0.0,0.0,Mostly Cloudy,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4953825,Source1,2,2022-08-16 10:42:46+00:00,2022-08-16 15:17:02+00:00,40.770754,-73.956935,40.7593,-73.965284,0.904,Slow traffic on 2nd Ave from 79th St to 57th St due to accident., E 75th St,New York,New York,NY,10021-2993,US,US/Eastern,KNYC,2022-08-16 10:51:00,74.0,74.0,45.0,29.94,10.0,ENE,14.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4953826,Source1,2,2022-06-17 12:46:32+00:00,2022-06-17 13:37:57+00:00,40.767865,-73.95903,40.760605,-73.96434,0.573,Slow traffic from 71st St (2nd Ave) to 59th St (2nd Ave) due to accident., 2nd Ave,New York,New York,NY,10021-5202,US,US/Eastern,KNYC,2022-06-17 12:51:00,86.0,86.0,51.0,29.58,10.0,WSW,10.0,0.0,Fair,True,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-4953986,Source1,2,2022-05-13 07:40:12+00:00,2022-05-13 08:12:56+00:00,40.805962,-73.970428,40.821494,-73.958409,1.244,Stationary traffic on NY-9A N - Henry Hudson Pkwy N from 95th St/96th St (NY-9A) to 158th St/Exit 13 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10024,US,US/Eastern,KNYC,2022-05-13 07:51:00,59.0,,93.0,30.2,4.0,,,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4954004,Source1,2,2022-08-20 18:02:19+00:00,2022-08-20 21:01:26+00:00,40.731346,-73.973712,40.760637,-73.95652,2.215,Slow traffic on FDR Dr N from 20th St/E 7th St/Exit 7 (FDR Dr) to 61st St (FDR Dr) due to accident.,FDR Dr N,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-08-20 17:51:00,84.0,84.0,49.0,30.03,10.0,VAR,3.0,0.0,Fair,True,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4954080,Source1,2,2022-03-06 11:48:30+00:00,2022-03-06 15:39:29+00:00,40.713955,-73.972989,40.718117,-73.98653900000002,0.7659999999999999,Stationary traffic from Williamsburg Br exit [32A] to Norfolk St due to accident.,Williamsburg Brg W,New York,New York,NY,10009,US,US/Eastern,KJRB,2022-03-06 11:43:00,55.0,55.0,89.0,29.91,5.0,VAR,3.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4954211,Source1,2,2022-08-01 13:57:15+00:00,2022-08-01 18:50:38+00:00,40.777211,-73.990258,40.854464,-73.940203,5.945,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to Riverside Dr (US-9/NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10069,US,US/Eastern,KNYC,2022-08-01 13:51:00,71.0,71.0,90.0,29.85,6.0,CALM,0.0,0.0,Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4954212,Source1,2,2022-06-21 13:37:56+00:00,2022-06-21 19:29:56+00:00,40.773382,-73.99293399999998,40.835611,-73.949375,4.8660000000000005,Slow traffic on NY-9A N - Henry Hudson Pkwy N from 57th St (NY-9A) to 158th St/Exit 13 (NY-9A) due to accident.,Henry Hudson Pkwy N,New York,New York,NY,10023,US,US/Eastern,KNYC,2022-06-21 13:51:00,79.0,79.0,42.0,30.01,9.0,VAR,5.0,0.0,Fair,False,False,False,False,False,True,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4954319,Source1,2,2022-02-15 06:21:30+00:00,2022-02-15 14:10:00+00:00,40.744214,-73.971485,40.737456,-73.97445,0.4920000000000001,Slow traffic from 49th St/Tunnel Exit St (FDR Dr) to 20th St/E 7th St/Exit 7 (FDR Dr) due to accident.,FDR Dr S,New York,New York,NY,10016,US,US/Eastern,KNYC,2022-02-15 06:51:00,17.0,7.0,47.0,30.48,10.0,W,8.0,0.0,Fair,True,False,False,False,True,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-4954339,Source1,2,2022-10-07 09:21:22+00:00,2022-10-07 11:20:28+00:00,40.76145800000001,-73.955506,40.763439,-73.953509,0.172,Incident on FDR DR near FDR DR Drive with caution.,FDR Dr N,New York,New York,NY,10065,US,US/Eastern,KNYC,2022-10-07 09:51:00,65.0,65.0,65.0,29.88,10.0,WNW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
